NomeBot;IdOrdem;Data;Odd;Stake;PLR
OVER 0.5 HT [1.48- 1.7];2.83446E+11;08/10/2022;1.63;2;1.1781
OVER 0.5 HT [1.48- 1.7];2.8345E+11;08/10/2022;1.51;2;-2
OVER 0.5 HT [1.48- 1.7];2.83482E+11;08/10/2022;1.6;2;1.122
OVER 0.5 HT [1.48- 1.7];2.83483E+11;08/10/2022;1.53;2;0.9911
OVER 0.5 HT [1.48- 1.7];2.83524E+11;08/10/2022;1.65;2;1.2155
OVER 0.5 HT [1.48- 1.7];2.83551E+11;08/10/2022;1.66;2;1.2342
OVER 0.5 HT [1.48- 1.7];2.83628E+11;09/10/2022;1.55;2;-2
OVER 0.5 HT [1.48- 1.7];2.83646E+11;09/10/2022;1.64;2;1.1968
OVER 0.5 HT [1.48- 1.7];2.83647E+11;09/10/2022;1.64;2;1.1968
OVER 0.5 HT [1.48- 1.7];2.83881E+11;11/10/2022;1.48;2;0.8976
OVER 0.5 HT [1.48- 1.7];2.84215E+11;15/10/2022;1.67;2;1.2529
OVER 0.5 HT [1.48- 1.7];2.84296E+11;15/10/2022;1.61;2;1.1407
OVER 0.5 HT [1.48- 1.7];2.84296E+11;15/10/2022;1.5;2;0.935
OVER 0.5 HT [1.48- 1.7];2.84359E+11;15/10/2022;1.51;2;0.9537
OVER 0.5 HT [1.48- 1.7];2.8443E+11;16/10/2022;1.48;2;-2
OVER 0.5 HT [1.48- 1.7];2.84524E+11;16/10/2022;1.68;2;-2
OVER 0.5 HT [1.48- 1.7];2.85019E+11;21/10/2022;1.67;2;1.2529
OVER 0.5 HT [1.48- 1.7];2.85042E+11;21/10/2022;1.69;2;1.2903
OVER 0.5 HT [1.48- 1.7];2.85094E+11;22/10/2022;1.58;2;-2
OVER 0.5 HT [1.48- 1.7];2.85094E+11;22/10/2022;1.51;2;-2
OVER 0.5 HT [1.48- 1.7];2.85128E+11;22/10/2022;1.54;2;1.0098
OVER 0.5 HT [1.48- 1.7];2.85136E+11;22/10/2022;1.63;2;1.1781
OVER 0.5 HT [1.48- 1.7];2.85137E+11;22/10/2022;1.58;2;1.0846
OVER 0.5 HT [1.48- 1.7];2.86633E+11;04/11/2022;1.51;2;-2
OVER 0.5 HT [1.48- 1.7];2.86762E+11;05/11/2022;1.56;2;1.0472
OVER 0.5 HT [1.48- 1.7];2.86804E+11;05/11/2022;1.47;2;0.8789
OVER 0.5 HT [1.48- 1.7];2.86936E+11;06/11/2022;1.68;2;1.2716
OVER 0.5 HT [1.48- 1.7];2.86975E+11;06/11/2022;1.65;2;1.2155
OVER 0.5 HT [1.48- 1.7];2.86975E+11;06/11/2022;1.52;2;0.9724
OVER 0.5 HT [1.48- 1.7];2.87117E+11;08/11/2022;1.5;2;-2
OVER 0.5 HT [1.48- 1.7];2.87136E+11;08/11/2022;1.6;2;-2
OVER 0.5 HT [1.48- 1.7];2.87248E+11;09/11/2022;1.54;2;-2
OVER 0.5 HT [1.48- 1.7];2.87251E+11;09/11/2022;1.5;2;0.935
OVER 0.5 HT [1.48- 1.7];2.8733E+11;10/11/2022;1.6;2;-2
OVER 0.5 HT [1.48- 1.7];2.87514E+11;12/11/2022;1.48;2;0.8976
OVER 0.5 HT [1.48- 1.7];2.87546E+11;12/11/2022;1.51;2;0.9537
OVER 0.5 HT [1.48- 1.7];2.87546E+11;12/11/2022;1.54;2;1.0098
OVER 0.5 HT [1.48- 1.7];2.87554E+11;12/11/2022;1.64;2;1.1968
OVER 0.5 HT [1.48- 1.7];2.87554E+11;12/11/2022;1.68;2;1.2716
OVER 0.5 HT [1.48- 1.7];2.87554E+11;12/11/2022;1.64;2;1.1968
OVER 0.5 HT [1.48- 1.7];2.87558E+11;12/11/2022;1.51;2;-2
OVER 0.5 HT [1.48- 1.7];2.87589E+11;12/11/2022;1.57;2;1.0659
OVER 0.5 HT [1.48- 1.7];2.87598E+11;12/11/2022;1.63;2;-2
OVER 0.5 HT [1.48- 1.7];2.87604E+11;12/11/2022;1.64;2;1.1968
OVER 0.5 HT [1.48- 1.7];2.87672E+11;13/11/2022;1.49;2;0.9163
OVER 0.5 HT [1.48- 1.7];2.87688E+11;13/11/2022;1.68;2;1.2716
OVER 0.5 HT [1.48- 1.7];2.87788E+11;14/11/2022;1.59;2;1.1033
OVER 0.5 HT [1.48- 1.7];2.9161E+11;01/01/2023;1.62;2;1.1594
OVER 0.5 HT [1.48- 1.7];2.9192E+11;05/01/2023;1.61;2;1.1407
OVER 0.5 HT [1.48- 1.7];2.9192E+11;05/01/2023;1.5;2;0.935
OVER 0.5 HT [1.48- 1.7];2.92218E+11;08/01/2023;1.68;2;1.2716
OVER 0.5 HT [1.48- 1.7];2.9226E+11;08/01/2023;1.47;2;-2
OVER 0.5 HT [1.48- 1.7];2.92281E+11;08/01/2023;1.64;2;1.1968
OVER 0.5 HT [1.48- 1.7];2.92692E+11;13/01/2023;1.65;2;1.2155
OVER 0.5 HT [1.48- 1.7];2.92765E+11;14/01/2023;1.67;2;1.2529
OVER 0.5 HT [1.48- 1.7];2.9281E+11;14/01/2023;1.64;2;1.1968
OVER 0.5 HT [1.48- 1.7];2.9281E+11;14/01/2023;1.58;2;1.0846
OVER 0.5 HT [1.48- 1.7];2.92811E+11;14/01/2023;1.68;2;1.2716
OVER 0.5 HT [1.48- 1.7];2.92811E+11;14/01/2023;1.6;2;-2
OVER 0.5 HT [1.48- 1.7];2.92912E+11;15/01/2023;1.5;2;0.935
OVER 0.5 HT [1.48- 1.7];2.92925E+11;15/01/2023;1.66;2;1.2342
OVER 0.5 HT [1.48- 1.7];2.92985E+11;15/01/2023;1.59;2;-2
OVER 0.5 HT [1.48- 1.7];2.93225E+11;18/01/2023;1.62;2;1.1594
