NomeBot;IdOrdem;Data;Odd;Stake;PL
OVER 0.5 HT [1.48- 1.7];283883453370;2022-10-11;1.71;2;1.42
OVER 0.5 HT [1.48- 1.7];283883530709;2022-10-11;1.5;2;1
OVER 0.5 HT [1.48- 1.7];283883766895;2022-10-11;1.49;2;0.98
OVER 0.5 HT [1.48- 1.7];283883766928;2022-10-11;1.48;2;-2
OVER 0.5 HT [1.48- 1.7];283927680268;2022-10-12;1.62;2;-2
OVER 0.5 HT [1.48- 1.7];283928415488;2022-10-12;1.49;2;-2
OVER 0.5 HT [1.48- 1.7];283930747083;2022-10-12;1.52;2;-2
OVER 0.5 HT [1.48- 1.7];283939361447;2022-10-12;1.67;2;1.34
OVER 0.5 HT [1.48- 1.7];283966952339;2022-10-12;1.61;2;-2
OVER 0.5 HT [1.48- 1.7];283979514332;2022-10-12;1.69;2;-2
OVER 0.5 HT [1.48- 1.7];283981461119;2022-10-12;1.69;2;1.38
OVER 0.5 HT [1.48- 1.7];283981461129;2022-10-12;1.48;2;0.96
OVER 0.5 HT [1.48- 1.7];283981680888;2022-10-12;1.5;2;1
OVER 0.5 HT [1.48- 1.7];283981736882;2022-10-12;1.59;2;1.18
OVER 0.5 HT [1.48- 1.7];283998331017;2022-10-13;1.52;2;-2
OVER 0.5 HT [1.48- 1.7];284057897211;2022-10-13;1.63;2;-2
OVER 0.5 HT [1.48- 1.7];284057897324;2022-10-13;1.61;2;1.22
OVER 0.5 HT [1.48- 1.7];284058108693;2022-10-13;1.69;2;1.38
OVER 0.5 HT [1.48- 1.7];284058108819;2022-10-13;1.58;2;-2
OVER 0.5 HT [1.48- 1.7];284058246856;2022-10-13;1.59;2;1.18
OVER 0.5 HT [1.48- 1.7];284058246873;2022-10-13;1.48;2;0.96
OVER 0.5 HT [1.48- 1.7];284058397345;2022-10-13;1.74;2;1.48
OVER 0.5 HT [1.48- 1.7];284208862317;2022-10-14;1.71;2;1.42
OVER 0.5 HT [1.48- 1.7];284215433002;2022-10-15;1.67;2;1.34
OVER 0.5 HT [1.48- 1.7];284257630695;2022-10-15;1.69;2;-2
OVER 0.5 HT [1.48- 1.7];284262007108;2022-10-15;1.61;2;-2
OVER 0.5 HT [1.48- 1.7];284262274113;2022-10-15;1.53;2;1.06
OVER 0.5 HT [1.48- 1.7];284262330464;2022-10-15;1.49;2;-2
OVER 0.5 HT [1.48- 1.7];284273347917;2022-10-15;1.71;2;1.42
OVER 0.5 HT [1.48- 1.7];284273483041;2022-10-15;1.69;2;-2
OVER 0.5 HT [1.48- 1.7];284273605277;2022-10-15;1.69;2;-2
OVER 0.5 HT [1.48- 1.7];284274629231;2022-10-15;1.69;2;1.38
OVER 0.5 HT [1.48- 1.7];284288572177;2022-10-15;1.62;2;-2
OVER 0.5 HT [1.48- 1.7];284295407853;2022-10-15;1.56;2;1.12
OVER 0.5 HT [1.48- 1.7];284295760925;2022-10-15;1.61;2;1.22
OVER 0.5 HT [1.48- 1.7];284296216078;2022-10-15;1.5;2;1
OVER 0.5 HT [1.48- 1.7];284302197042;2022-10-15;1.57;2;1.14
OVER 0.5 HT [1.48- 1.7];284303041991;2022-10-15;1.6;2;1.2
OVER 0.5 HT [1.48- 1.7];284303043532;2022-10-15;1.65;2;-2
OVER 0.5 HT [1.48- 1.7];284303376574;2022-10-15;1.69;2;1.38
OVER 0.5 HT [1.48- 1.7];284303376968;2022-10-15;1.57;2;1.14
OVER 0.5 HT [1.48- 1.7];284303693868;2022-10-15;1.68;2;1.36
OVER 0.5 HT [1.48- 1.7];284307158200;2022-10-15;1.56;2;1.12
OVER 0.5 HT [1.48- 1.7];284318936311;2022-10-15;1.64;2;-2
OVER 0.5 HT [1.48- 1.7];284318936924;2022-10-15;1.52;2;1.04
OVER 0.5 HT [1.48- 1.7];284318937400;2022-10-15;1.5;2;1
OVER 0.5 HT [1.48- 1.7];284332620150;2022-10-15;1.57;2;1.14
OVER 0.5 HT [1.48- 1.7];284337867316;2022-10-15;1.54;2;1.08
OVER 0.5 HT [1.48- 1.7];284340162854;2022-10-15;1.48;2;-2
OVER 0.5 HT [1.48- 1.7];284352484246;2022-10-15;1.72;2;-2
OVER 0.5 HT [1.48- 1.7];284359034526;2022-10-15;1.51;2;1.02
OVER 0.5 HT [1.48- 1.7];284359840450;2022-10-15;1.66;2;1.32
OVER 0.5 HT [1.48- 1.7];284361603612;2022-10-15;1.55;2;1.1
OVER 0.5 HT [1.48- 1.7];284362629002;2022-10-15;1.63;2;-2
OVER 0.5 HT [1.48- 1.7];284381295248;2022-10-15;1.66;2;1.32
OVER 0.5 HT [1.48- 1.7];284429735098;2022-10-16;1.48;2;-2
OVER 0.5 HT [1.48- 1.7];284434406342;2022-10-16;1.54;2;1.08
OVER 0.5 HT [1.48- 1.7];284445546926;2022-10-16;1.56;2;-2
OVER 0.5 HT [1.48- 1.7];284445658493;2022-10-16;1.48;2;0.96
OVER 0.5 HT [1.48- 1.7];284446109143;2022-10-16;1.48;2;-2
OVER 0.5 HT [1.48- 1.7];284452298323;2022-10-16;1.55;2;-2
OVER 0.5 HT [1.48- 1.7];284459114225;2022-10-16;1.5;2;1
OVER 0.5 HT [1.48- 1.7];284464795665;2022-10-16;1.6;2;-2
OVER 0.5 HT [1.48- 1.7];284473702652;2022-10-16;1.55;2;1.1
OVER 0.5 HT [1.48- 1.7];284486280974;2022-10-16;1.49;2;0.98
OVER 0.5 HT [1.48- 1.7];284506473865;2022-10-16;1.59;2;1.18
OVER 0.5 HT [1.48- 1.7];284520375194;2022-10-16;1.64;2;-2
OVER 0.5 HT [1.48- 1.7];284520401947;2022-10-16;1.68;2;1.36
OVER 0.5 HT [1.48- 1.7];284523828159;2022-10-16;1.68;2;-2
OVER 0.5 HT [1.48- 1.7];284524719231;2022-10-16;1.57;2;1.14
OVER 0.5 HT [1.48- 1.7];284526297241;2022-10-17;1.66;2;-2
OVER 0.5 HT [1.48- 1.7];284698634278;2022-10-18;1.67;2;-2
OVER 0.5 HT [1.48- 1.7];284701193279;2022-10-18;1.54;2;1.08
OVER 0.5 HT [1.48- 1.7];284718267096;2022-10-18;1.66;2;-2
OVER 0.5 HT [1.48- 1.7];284723084364;2022-10-19;1.64;2;-2
OVER 0.5 HT [1.48- 1.7];284814135013;2022-10-19;1.69;2;1.38
OVER 0.5 HT [1.48- 1.7];284814135169;2022-10-19;1.63;2;1.26
OVER 0.5 HT [1.48- 1.7];284814309168;2022-10-19;1.67;2;-2
OVER 0.5 HT [1.48- 1.7];284838075954;2022-10-20;1.67;2;1.34
OVER 0.5 HT [1.48- 1.7];284899668486;2022-10-20;1.63;2;1.26
OVER 0.5 HT [1.48- 1.7];284899737212;2022-10-20;1.56;2;-2
OVER 0.5 HT [1.48- 1.7];284914626040;2022-10-20;1.47;2;0.94
OVER 0.5 HT [1.48- 1.7];284928881412;2022-10-21;1.54;2;-2
OVER 0.5 HT [1.48- 1.7];284935104174;2022-10-21;1.53;2;1.06
OVER 0.5 HT [1.48- 1.7];285002286196;2022-10-21;1.6;2;-2
OVER 0.5 HT [1.48- 1.7];285002469332;2022-10-21;1.48;2;0.96
OVER 0.5 HT [1.48- 1.7];285017721079;2022-10-21;1.63;2;-2
OVER 0.5 HT [1.48- 1.7];285019376124;2022-10-21;1.67;2;1.34
OVER 0.5 HT [1.48- 1.7];285024401319;2022-10-21;1.59;2;-2
OVER 0.5 HT [1.48- 1.7];285027531904;2022-10-21;1.68;2;-2
OVER 0.5 HT [1.48- 1.7];285042392175;2022-10-21;1.69;2;1.38
OVER 0.5 HT [1.48- 1.7];285068092006;2022-10-22;1.62;2;1.24
OVER 0.5 HT [1.48- 1.7];285089540405;2022-10-22;1.69;2;1.38
OVER 0.5 HT [1.48- 1.7];285093528419;2022-10-22;1.58;2;-2
OVER 0.5 HT [1.48- 1.7];285094033978;2022-10-22;1.51;2;-2
OVER 0.5 HT [1.48- 1.7];285120296781;2022-10-22;1.71;2;-2
OVER 0.5 HT [1.48- 1.7];285127702280;2022-10-22;1.54;2;1.08
OVER 0.5 HT [1.48- 1.7];285127702636;2022-10-22;1.55;2;1.1
OVER 0.5 HT [1.48- 1.7];285127702492;2022-10-22;1.55;2;-2
OVER 0.5 HT [1.48- 1.7];285135511035;2022-10-22;1.69;2;1.38
OVER 0.5 HT [1.48- 1.7];285135892236;2022-10-22;1.64;2;-2
OVER 0.5 HT [1.48- 1.7];285135892584;2022-10-22;1.65;2;-2
OVER 0.5 HT [1.48- 1.7];285136438391;2022-10-22;1.63;2;1.26
OVER 0.5 HT [1.48- 1.7];285136618364;2022-10-22;1.58;2;1.16
OVER 0.5 HT [1.48- 1.7];285136618067;2022-10-22;1.68;2;-2
OVER 0.5 HT [1.48- 1.7];286547167939;2022-11-03;1.53;2;1.06
OVER 0.5 HT [1.48- 1.7];286547251101;2022-11-03;1.59;2;1.18
OVER 0.5 HT [1.48- 1.7];286547479384;2022-11-03;1.5;2;1
OVER 0.5 HT [1.48- 1.7];286547910440;2022-11-03;1.49;2;0.98
OVER 0.5 HT [1.48- 1.7];286547979452;2022-11-03;1.48;2;0.96
OVER 0.5 HT [1.48- 1.7];286548126158;2022-11-03;1.51;2;1.02
OVER 0.5 HT [1.48- 1.7];286559648700;2022-11-03;1.48;2;0.96
OVER 0.5 HT [1.48- 1.7];286633169010;2022-11-04;1.59;2;1.18
OVER 0.5 HT [1.48- 1.7];286633234797;2022-11-04;1.51;2;-2
OVER 0.5 HT [1.48- 1.7];286645706865;2022-11-04;1.56;2;1.12
OVER 0.5 HT [1.48- 1.7];286650108191;2022-11-04;1.65;2;1.3
OVER 0.5 HT [1.48- 1.7];286652553699;2022-11-04;1.69;2;1.38
OVER 0.5 HT [1.48- 1.7];286652718257;2022-11-04;1.49;2;0.98
OVER 0.5 HT [1.48- 1.7];286654705539;2022-11-04;1.48;2;0.96
OVER 0.5 HT [1.48- 1.7];286654989151;2022-11-04;1.65;2;-2
OVER 0.5 HT [1.48- 1.7];286657498676;2022-11-04;1.61;2;1.22
OVER 0.5 HT [1.48- 1.7];286673782910;2022-11-05;1.65;2;-2
OVER 0.5 HT [1.48- 1.7];286687912295;2022-11-05;1.68;2;-2
OVER 0.5 HT [1.48- 1.7];286687951022;2022-11-05;1.59;2;-2
OVER 0.5 HT [1.48- 1.7];286687951023;2022-11-05;1.59;2;1.18
OVER 0.5 HT [1.48- 1.7];286687951047;2022-11-05;1.59;2;-2
OVER 0.5 HT [1.48- 1.7];286688403442;2022-11-05;1.57;2;1.14
OVER 0.5 HT [1.48- 1.7];286688450689;2022-11-05;1.57;2;1.14
OVER 0.5 HT [1.48- 1.7];286716759291;2022-11-05;1.53;2;-2
OVER 0.5 HT [1.48- 1.7];286729248513;2022-11-05;1.63;2;1.26
OVER 0.5 HT [1.48- 1.7];286729422941;2022-11-05;1.58;2;1.16
OVER 0.5 HT [1.48- 1.7];286729589159;2022-11-05;1.58;2;1.16
OVER 0.5 HT [1.48- 1.7];286729669418;2022-11-05;1.53;2;1.06
OVER 0.5 HT [1.48- 1.7];286735182369;2022-11-05;1.71;2;1.42
OVER 0.5 HT [1.48- 1.7];286740918934;2022-11-05;1.59;2;-2
OVER 0.5 HT [1.48- 1.7];286754161078;2022-11-05;1.51;2;-2
OVER 0.5 HT [1.48- 1.7];286761747767;2022-11-05;1.48;2;0.96
OVER 0.5 HT [1.48- 1.7];286761747836;2022-11-05;1.56;2;1.12
OVER 0.5 HT [1.48- 1.7];286769154382;2022-11-05;1.61;2;-2
OVER 0.5 HT [1.48- 1.7];286769154475;2022-11-05;1.69;2;-2
OVER 0.5 HT [1.48- 1.7];286769933981;2022-11-05;1.6;2;-2
OVER 0.5 HT [1.48- 1.7];286769934000;2022-11-05;1.5;2;1
OVER 0.5 HT [1.48- 1.7];286770086932;2022-11-05;1.56;2;-2
OVER 0.5 HT [1.48- 1.7];286770087088;2022-11-05;1.57;2;1.14
OVER 0.5 HT [1.48- 1.7];286770252725;2022-11-05;1.69;2;1.38
OVER 0.5 HT [1.48- 1.7];286770769628;2022-11-05;1.57;2;-2
OVER 0.5 HT [1.48- 1.7];286771967910;2022-11-05;1.47;2;0.94
OVER 0.5 HT [1.48- 1.7];286771968227;2022-11-05;1.5;2;1
OVER 0.5 HT [1.48- 1.7];286773945717;2022-11-05;1.68;2;1.36
OVER 0.5 HT [1.48- 1.7];286773945601;2022-11-05;1.64;2;1.28
OVER 0.5 HT [1.48- 1.7];286778720692;2022-11-05;1.7;2;-2
OVER 0.5 HT [1.48- 1.7];286786377985;2022-11-05;1.61;2;1.22
OVER 0.5 HT [1.48- 1.7];286786378275;2022-11-05;1.64;2;1.28
OVER 0.5 HT [1.48- 1.7];286786749413;2022-11-05;1.47;2;0.94
OVER 0.5 HT [1.48- 1.7];286798619040;2022-11-05;1.5;2;1
OVER 0.5 HT [1.48- 1.7];286804342686;2022-11-05;1.47;2;0.94
OVER 0.5 HT [1.48- 1.7];286806703641;2022-11-05;1.65;2;-2
OVER 0.5 HT [1.48- 1.7];286817157358;2022-11-05;1.5;2;1
OVER 0.5 HT [1.48- 1.7];286819982755;2022-11-05;1.6;2;-2
OVER 0.5 HT [1.48- 1.7];286819982758;2022-11-05;1.71;2;1.42
OVER 0.5 HT [1.48- 1.7];286822105180;2022-11-05;1.48;2;0.96
OVER 0.5 HT [1.48- 1.7];286823236772;2022-11-05;1.48;2;-2
OVER 0.5 HT [1.48- 1.7];286823847957;2022-11-05;1.52;2;1.04
OVER 0.5 HT [1.48- 1.7];286824872722;2022-11-05;1.51;2;-2
OVER 0.5 HT [1.48- 1.7];286826591071;2022-11-05;1.47;2;0.94
OVER 0.5 HT [1.48- 1.7];286830818844;2022-11-05;1.48;2;0.96
OVER 0.5 HT [1.48- 1.7];286832712894;2022-11-05;1.67;2;-2
OVER 0.5 HT [1.48- 1.7];286837803247;2022-11-06;1.67;2;-2
OVER 0.5 HT [1.48- 1.7];286879271217;2022-11-06;1.5;2;1
OVER 0.5 HT [1.48- 1.7];286886277004;2022-11-06;1.49;2;0.98
OVER 0.5 HT [1.48- 1.7];286891114138;2022-11-06;1.56;2;-2
OVER 0.5 HT [1.48- 1.7];286891224654;2022-11-06;1.59;2;1.18
OVER 0.5 HT [1.48- 1.7];286896905763;2022-11-06;1.63;2;-2
OVER 0.5 HT [1.48- 1.7];286903201833;2022-11-06;1.49;2;-2
OVER 0.5 HT [1.48- 1.7];286903487306;2022-11-06;1.48;2;0.96
OVER 0.5 HT [1.48- 1.7];286909491359;2022-11-06;1.58;2;-2
OVER 0.5 HT [1.48- 1.7];286909888848;2022-11-06;1.64;2;-2
OVER 0.5 HT [1.48- 1.7];286923005214;2022-11-06;1.58;2;1.16
OVER 0.5 HT [1.48- 1.7];286924575013;2022-11-06;1.51;2;1.02
OVER 0.5 HT [1.48- 1.7];286928060137;2022-11-06;1.68;2;-2
OVER 0.5 HT [1.48- 1.7];286934111230;2022-11-06;1.48;2;0.96
OVER 0.5 HT [1.48- 1.7];286935533749;2022-11-06;1.49;2;0.98
OVER 0.5 HT [1.48- 1.7];286936458894;2022-11-06;1.68;2;1.36
OVER 0.5 HT [1.48- 1.7];286941033163;2022-11-06;1.51;2;-2
OVER 0.5 HT [1.48- 1.7];286954073974;2022-11-06;1.49;2;0.98
OVER 0.5 HT [1.48- 1.7];286960302178;2022-11-06;1.56;2;1.12
OVER 0.5 HT [1.48- 1.7];286965164923;2022-11-06;1.64;2;-2
OVER 0.5 HT [1.48- 1.7];286966790094;2022-11-06;1.67;2;1.34
OVER 0.5 HT [1.48- 1.7];286970513521;2022-11-06;1.5;2;1
OVER 0.5 HT [1.48- 1.7];286972434853;2022-11-06;1.58;2;1.16
OVER 0.5 HT [1.48- 1.7];286974970493;2022-11-06;1.65;2;1.3
OVER 0.5 HT [1.48- 1.7];286975215815;2022-11-06;1.52;2;1.04
OVER 0.5 HT [1.48- 1.7];287036753031;2022-11-07;1.68;2;1.36
OVER 0.5 HT [1.48- 1.7];287039001468;2022-11-07;1.48;2;-2
OVER 0.5 HT [1.48- 1.7];287049806891;2022-11-07;1.67;2;-2
OVER 0.5 HT [1.48- 1.7];287115961924;2022-11-08;1.6;2;1.2
OVER 0.5 HT [1.48- 1.7];287115962037;2022-11-08;1.55;2;1.1
OVER 0.5 HT [1.48- 1.7];287116023247;2022-11-08;1.57;2;1.14
OVER 0.5 HT [1.48- 1.7];287116154707;2022-11-08;1.6;2;1.2
OVER 0.5 HT [1.48- 1.7];287116154782;2022-11-08;1.5;2;-2
OVER 0.5 HT [1.48- 1.7];287116635252;2022-11-08;1.5;2;-2
OVER 0.5 HT [1.48- 1.7];287119952292;2022-11-08;1.6;2;1.2
OVER 0.5 HT [1.48- 1.7];287128379727;2022-11-08;1.5;2;1
OVER 0.5 HT [1.48- 1.7];287135541926;2022-11-08;1.6;2;-2
OVER 0.5 HT [1.48- 1.7];287135653949;2022-11-08;1.65;2;1.3
OVER 0.5 HT [1.48- 1.7];287135762255;2022-11-08;1.68;2;1.36
OVER 0.5 HT [1.48- 1.7];287135873867;2022-11-08;1.66;2;-2
OVER 0.5 HT [1.48- 1.7];287136566966;2022-11-08;1.49;2;0.98
OVER 0.5 HT [1.48- 1.7];287158709429;2022-11-09;1.61;2;1.22
OVER 0.5 HT [1.48- 1.7];287228913034;2022-11-09;1.58;2;-2
OVER 0.5 HT [1.48- 1.7];287228989020;2022-11-09;1.69;2;1.38
OVER 0.5 HT [1.48- 1.7];287229270744;2022-11-09;1.55;2;1.1
OVER 0.5 HT [1.48- 1.7];287243186564;2022-11-09;1.59;2;-2
OVER 0.5 HT [1.48- 1.7];287248113695;2022-11-09;1.54;2;-2
OVER 0.5 HT [1.48- 1.7];287251398903;2022-11-09;1.5;2;1
OVER 0.5 HT [1.48- 1.7];287251579545;2022-11-09;1.51;2;1.02
OVER 0.5 HT [1.48- 1.7];287252665212;2022-11-09;1.49;2;-2
OVER 0.5 HT [1.48- 1.7];287267973649;2022-11-09;1.5;2;-2
OVER 0.5 HT [1.48- 1.7];287270889001;2022-11-09;1.66;2;-2
OVER 0.5 HT [1.48- 1.7];287271515113;2022-11-09;1.64;2;1.28
OVER 0.5 HT [1.48- 1.7];287273876777;2022-11-10;1.63;2;-2
OVER 0.5 HT [1.48- 1.7];287274067943;2022-11-10;1.49;2;0.98
OVER 0.5 HT [1.48- 1.7];287329584239;2022-11-10;1.6;2;-2
OVER 0.5 HT [1.48- 1.7];287337984153;2022-11-10;1.66;2;-2
OVER 0.5 HT [1.48- 1.7];287341055620;2022-11-10;1.51;2;-2
OVER 0.5 HT [1.48- 1.7];287342484975;2022-11-10;1.64;2;-2
OVER 0.5 HT [1.48- 1.7];287346995399;2022-11-10;1.5;2;1
OVER 0.5 HT [1.48- 1.7];287426154472;2022-11-11;1.61;2;1.22
OVER 0.5 HT [1.48- 1.7];287437861426;2022-11-11;1.6;2;-2
OVER 0.5 HT [1.48- 1.7];287444846766;2022-11-11;1.69;2;-2
OVER 0.5 HT [1.48- 1.7];287512654098;2022-11-12;1.63;2;1.26
OVER 0.5 HT [1.48- 1.7];287513632792;2022-11-12;1.48;2;0.96
OVER 0.5 HT [1.48- 1.7];287515660669;2022-11-12;1.61;2;1.22
OVER 0.5 HT [1.48- 1.7];287519100320;2022-11-12;1.54;2;-2
OVER 0.5 HT [1.48- 1.7];287525041698;2022-11-12;1.68;2;-2
OVER 0.5 HT [1.48- 1.7];287525184441;2022-11-12;1.72;2;1.44
OVER 0.5 HT [1.48- 1.7];287525387570;2022-11-12;1.69;2;1.38
OVER 0.5 HT [1.48- 1.7];287538501190;2022-11-12;1.5;2;1
OVER 0.5 HT [1.48- 1.7];287545598546;2022-11-12;1.51;2;1.02
OVER 0.5 HT [1.48- 1.7];287545708163;2022-11-12;1.54;2;1.08
OVER 0.5 HT [1.48- 1.7];287545708225;2022-11-12;1.59;2;-2
OVER 0.5 HT [1.48- 1.7];287553653689;2022-11-12;1.64;2;1.28
OVER 0.5 HT [1.48- 1.7];287553654063;2022-11-12;1.68;2;1.36
OVER 0.5 HT [1.48- 1.7];287553654046;2022-11-12;1.7;2;-2
OVER 0.5 HT [1.48- 1.7];287554152177;2022-11-12;1.61;2;1.22
OVER 0.5 HT [1.48- 1.7];287554351285;2022-11-12;1.68;2;1.36
OVER 0.5 HT [1.48- 1.7];287554351392;2022-11-12;1.65;2;-2
OVER 0.5 HT [1.48- 1.7];287554490566;2022-11-12;1.64;2;1.28
OVER 0.5 HT [1.48- 1.7];287554490766;2022-11-12;1.56;2;1.12
OVER 0.5 HT [1.48- 1.7];287554490787;2022-11-12;1.67;2;1.34
OVER 0.5 HT [1.48- 1.7];287554653689;2022-11-12;1.63;2;-2
OVER 0.5 HT [1.48- 1.7];287554806159;2022-11-12;1.71;2;1.42
OVER 0.5 HT [1.48- 1.7];287557619808;2022-11-12;1.51;2;-2
OVER 0.5 HT [1.48- 1.7];287558219372;2022-11-12;1.63;2;-2
OVER 0.5 HT [1.48- 1.7];287569178680;2022-11-12;1.53;2;1.06
OVER 0.5 HT [1.48- 1.7];287569659094;2022-11-12;1.5;2;1
OVER 0.5 HT [1.48- 1.7];287580190668;2022-11-12;1.63;2;-2
OVER 0.5 HT [1.48- 1.7];287585529566;2022-11-12;1.5;2;1
OVER 0.5 HT [1.48- 1.7];287588941336;2022-11-12;1.57;2;1.14
