ID do Bot;Nome do Bot;ID da ordem;Data;Stake;Odd;Tipo;P/L;Seleção;ID da Seleção;Evento;ID do Evento;Mercado;ID do Mercado;Tipo do Mercado
63;OVER 0.5 HT [2.02- 2.5];277136776648;2022-08-14T14:19:47.737Z;2;2.02;BACK;-2;Over 0.5 Goals;5851483;Coritiba v Atletico MG;31638824;FIRST_HALF_GOALS_05;1.201730680;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277137004415;2022-08-14T14:20:46.757Z;2;2.02;BACK;2.04;Over 0.5 Goals;5851483;Blackburn v West Brom;31636325;FIRST_HALF_GOALS_05;1.201694164;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277142287804;2022-08-14T14:47:46.632Z;2;2.06;BACK;2.12;Over 0.5 Goals;5851483;Boavista v Santa Clara;31646571;FIRST_HALF_GOALS_05;1.201845238;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277152482465;2022-08-14T15:45:47.440Z;2;2.08;BACK;-2;Over 0.5 Goals;5851483;Racing Santander v Villarreal B;31646787;FIRST_HALF_GOALS_05;1.201849152;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277152947884;2022-08-14T15:48:20.563Z;2;2.02;BACK;2.04;Over 0.5 Goals;5851483;Cadiz v Real Sociedad;31553352;FIRST_HALF_GOALS_05;1.200521716;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277153932890;2022-08-14T15:53:50.068Z;2;2.06;BACK;2.12;Over 0.5 Goals;5851483;Torque v Defensor Sporting;31652263;FIRST_HALF_GOALS_05;1.201936448;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277165034234;2022-08-14T16:58:06.483Z;2;2.2;BACK;2.4;Over 0.5 Goals;5851483;Lazio v Bologna;31553002;FIRST_HALF_GOALS_05;1.200518315;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277169518556;2022-08-14T17:26:11.402Z;2;2.04;BACK;-2;Over 0.5 Goals;5851483;Vizela v Porto;31647075;FIRST_HALF_GOALS_05;1.201869407;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277172307732;2022-08-14T17:47:38.811Z;2;2.02;BACK;-2;Over 0.5 Goals;5851483;Ibiza Eivissa v Granada;31646788;FIRST_HALF_GOALS_05;1.201849042;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277172620333;2022-08-14T17:50:38.400Z;2;2.02;BACK;2.04;Over 0.5 Goals;5851483;Valencia v Girona;31553353;FIRST_HALF_GOALS_05;1.200521594;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277179832536;2022-08-14T18:46:38.747Z;2;2.04;BACK;-2;Over 0.5 Goals;5851483;Velez Sarsfield v Gimnasia La Plata;31646949;FIRST_HALF_GOALS_05;1.201855999;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277181313065;2022-08-14T18:56:41.664Z;2;2.3;BACK;-2;Over 0.5 Goals;5851483;Liverpool Montevideo v Nacional (Uru);31652264;FIRST_HALF_GOALS_05;1.201936358;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277182879336;2022-08-14T19:06:11.976Z;2;2.06;BACK;2.12;Over 0.5 Goals;5851483;Venezia v Genoa;31646631;FIRST_HALF_GOALS_05;1.201850400;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277182880306;2022-08-14T19:06:12.255Z;2;2.04;BACK;2.08;Over 0.5 Goals;5851483;Modena v Frosinone;31646513;FIRST_HALF_GOALS_05;1.201845591;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277183044666;2022-08-14T19:07:10.928Z;2;2.02;BACK;2.04;Over 0.5 Goals;5851483;Spezia v Empoli;31553340;FIRST_HALF_GOALS_05;1.200522198;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277183045657;2022-08-14T19:07:11.302Z;2;2.04;BACK;2.08;Over 0.5 Goals;5851483;Spal v Reggina;31646633;FIRST_HALF_GOALS_05;1.201850180;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277183578509;2022-08-14T19:10:12.115Z;2;2.06;BACK;-2;Over 0.5 Goals;5851483;Benevento v Cosenza;31646630;FIRST_HALF_GOALS_05;1.201850510;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277183579731;2022-08-14T19:10:12.390Z;2;2.32;BACK;2.64;Over 0.5 Goals;5851483;Brescia v Sudtirol;31646632;FIRST_HALF_GOALS_05;1.201850290;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277183840515;2022-08-14T19:11:39.501Z;2;2.04;BACK;2.08;Over 0.5 Goals;5851483;Salernitana v Roma;31551649;FIRST_HALF_GOALS_05;1.200502811;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277184560906;2022-08-14T19:15:39.594Z;2;2.08;BACK;2.16;Over 0.5 Goals;5851483;Ceara SC Fortaleza v Fortaleza EC;31639278;FIRST_HALF_GOALS_05;1.201738972;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277185601325;2022-08-14T19:21:41.017Z;2;2.18;BACK;2.36;Over 0.5 Goals;5851483;Sao Paulo v Bragantino SP;31639215;FIRST_HALF_GOALS_05;1.201737693;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277186526442;2022-08-14T19:27:39.621Z;2;2.04;BACK;-2;Over 0.5 Goals;5851483;Flamengo v Athletico-PR;31639277;FIRST_HALF_GOALS_05;1.201739082;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277192809991;2022-08-14T20:16:40.898Z;2;2.22;BACK;-2;Over 0.5 Goals;5851483;Burgos v Malaga;31646547;FIRST_HALF_GOALS_05;1.201845061;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277198050664;2022-08-14T21:16:37.214Z;2;2.04;BACK;2.08;Over 0.5 Goals;5851483;Argentinos Juniors v Union Santa Fe;31646987;FIRST_HALF_GOALS_05;1.201855889;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277198051049;2022-08-14T21:16:37.455Z;2;2.04;BACK;-2;Over 0.5 Goals;5851483;Estudiantes v Talleres;31646989;FIRST_HALF_GOALS_05;1.201855779;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277201584066;2022-08-14T22:18:06.979Z;2;2.04;BACK;2.08;Over 0.5 Goals;5851483;Internacional v Fluminense;31647085;FIRST_HALF_GOALS_05;1.201885386;FIRST_HALF_GOALS_05
63;OVER 0.5 HT [2.02- 2.5];277204438329;2022-08-14T23:20:07.320Z;2;2.06;BACK;-2;Over 0.5 Goals;5851483;Rionegro v Millonarios;31648571;FIRST_HALF_GOALS_05;1.201889467;FIRST_HALF_GOALS_05
