NomeBot;IDOrdem;Data;Odd;Stake;PL
OVER 0.5 HT [1.48- 1.7];287116635252;2022-11-08;1.5;2;-2
OVER 0.5 HT [1.48- 1.7];287135541926;2022-11-08;1.6;2;-2
OVER 0.5 HT [1.48- 1.7];287248113695;2022-11-09;1.54;2;-2
OVER 0.5 HT [1.48- 1.7];287251398903;2022-11-09;1.5;2;1
OVER 0.5 HT [1.48- 1.7];287329584239;2022-11-10;1.6;2;-2
OVER 0.5 HT [1.48- 1.7];287513632792;2022-11-12;1.48;2;0.96
OVER 0.5 HT [1.48- 1.7];287545598546;2022-11-12;1.51;2;1.02
OVER 0.5 HT [1.48- 1.7];287545708163;2022-11-12;1.54;2;1.08
OVER 0.5 HT [1.48- 1.7];287553653689;2022-11-12;1.64;2;1.28
OVER 0.5 HT [1.48- 1.7];287553654063;2022-11-12;1.68;2;1.36
OVER 0.5 HT [1.48- 1.7];287554490566;2022-11-12;1.64;2;1.28
OVER 0.5 HT [1.48- 1.7];287557619808;2022-11-12;1.51;2;-2
OVER 0.5 HT [1.48- 1.7];287588941336;2022-11-12;1.57;2;1.14
OVER 0.5 HT [1.48- 1.7];287597505662;2022-11-12;1.63;2;-2
OVER 0.5 HT [1.48- 1.7];287603537141;2022-11-12;1.64;2;1.28
OVER 0.5 HT [1.48- 1.7];287672221597;2022-11-13;1.49;2;0.98
OVER 0.5 HT [1.48- 1.7];287687718174;2022-11-13;1.68;2;1.36
OVER 0.5 HT [1.48- 1.7];287787687183;2022-11-14;1.59;2;1.18
OVER 0.5 HT [1.48- 1.7];291104338342;2022-12-26;1.69;2;-2
OVER 0.5 HT [1.48- 1.7];291104678324;2022-12-26;1.53;2;-2
OVER 0.5 HT [1.48- 1.7];291372756384;2022-12-29;1.59;2;1.18
OVER 0.5 HT [1.48- 1.7];291373046234;2022-12-29;1.67;2;1.34
OVER 0.5 HT [1.48- 1.7];291373169915;2022-12-29;1.64;2;-2
OVER 0.5 HT [1.48- 1.7];291456880928;2022-12-30;1.51;2;-2
OVER 0.5 HT [1.48- 1.7];291609925450;2023-01-01;1.62;2;1.24
OVER 0.5 HT [1.48- 1.7];291919748401;2023-01-05;1.61;2;1.22
OVER 0.5 HT [1.48- 1.7];291920061006;2023-01-05;1.5;2;1
OVER 0.5 HT [1.48- 1.7];292217834587;2023-01-08;1.68;2;1.36
OVER 0.5 HT [1.48- 1.7];292259745295;2023-01-08;1.47;2;-2
OVER 0.5 HT [1.48- 1.7];292280753903;2023-01-08;1.64;2;1.28
OVER 0.5 HT [1.48- 1.7];292691590125;2023-01-13;1.65;2;1.3
OVER 0.5 HT [1.48- 1.7];292764765313;2023-01-14;1.67;2;1.34
OVER 0.5 HT [1.48- 1.7];292810196170;2023-01-14;1.64;2;1.28
OVER 0.5 HT [1.48- 1.7];292810332424;2023-01-14;1.58;2;1.16
OVER 0.5 HT [1.48- 1.7];292810771732;2023-01-14;1.68;2;1.36
OVER 0.5 HT [1.48- 1.7];292810772104;2023-01-14;1.6;2;-2
OVER 0.5 HT [1.48- 1.7];292911546547;2023-01-15;1.5;2;1
OVER 0.5 HT [1.48- 1.7];292925353946;2023-01-15;1.66;2;1.32
OVER 0.5 HT [1.48- 1.7];292984989591;2023-01-15;1.59;2;-2
OVER 0.5 HT [1.48- 1.7];293224755684;2023-01-18;1.62;2;1.24
OVER 0.5 HT [1.48- 1.7];293229049411;2023-01-18;1.51;2;1.02
OVER 0.5 HT [1.48- 1.7];293230726399;2023-01-18;1.61;2;1.22
OVER 0.5 HT [1.48- 1.7];293507323609;2023-01-21;1.64;2;1.28
OVER 0.5 HT [1.48- 1.7];293529809313;2023-01-21;1.61;2;1.22
OVER 0.5 HT [1.48- 1.7];293530239368;2023-01-21;1.64;2;1.28
OVER 0.5 HT [1.48- 1.7];293669621637;2023-01-22;1.57;2;1.14
OVER 0.5 HT [1.48- 1.7];293673799806;2023-01-22;1.56;2;1.12
OVER 0.5 HT [1.48- 1.7];293773250434;2023-01-23;1.51;2;-2
OVER 0.5 HT [1.48- 1.7];293849797256;2023-01-24;1.48;2;0.96
OVER 0.5 HT [1.48- 1.7];293963293071;2023-01-25;1.66;2;1.32
OVER 0.5 HT [1.48- 1.7];294219597087;2023-01-28;1.68;2;1.36
OVER 0.5 HT [1.48- 1.7];294231757918;2023-01-28;1.64;2;1.28
OVER 0.5 HT [1.48- 1.7];294263591217;2023-01-28;1.51;2;1.02
OVER 0.5 HT [1.48- 1.7];294263591609;2023-01-28;1.58;2;1.16
OVER 0.5 HT [1.48- 1.7];294270878276;2023-01-28;1.61;2;1.22
OVER 0.5 HT [1.48- 1.7];294271372863;2023-01-28;1.66;2;1.32
OVER 0.5 HT [1.48- 1.7];294287314404;2023-01-28;1.64;2;1.28
OVER 0.5 HT [1.48- 1.7];294325654179;2023-01-28;1.53;2;1.06
OVER 0.5 HT [1.48- 1.7];294387263939;2023-01-29;1.58;2;1.16
OVER 0.5 HT [1.48- 1.7];294405100891;2023-01-29;1.65;2;1.3
OVER 0.5 HT [1.48- 1.7];294416704182;2023-01-29;1.68;2;-2
OVER 0.5 HT [1.48- 1.7];294424390271;2023-01-29;1.66;2;1.32
OVER 0.5 HT [1.48- 1.7];294767895909;2023-02-01;1.62;2;1.24
OVER 0.5 HT [1.48- 1.7];294975132174;2023-02-03;1.6;2;-2
OVER 0.5 HT [1.48- 1.7];294992090255;2023-02-03;1.68;2;1.36
OVER 0.5 HT [1.48- 1.7];295081418371;2023-02-04;1.48;2;0.96
OVER 0.5 HT [1.48- 1.7];295081418445;2023-02-04;1.65;2;1.3
OVER 0.5 HT [1.48- 1.7];295081530567;2023-02-04;1.5;2;1
OVER 0.5 HT [1.48- 1.7];295088517017;2023-02-04;1.53;2;1.06
OVER 0.5 HT [1.48- 1.7];295088517044;2023-02-04;1.68;2;-2
OVER 0.5 HT [1.48- 1.7];295089267793;2023-02-04;1.48;2;-2
OVER 0.5 HT [1.48- 1.7];295090930395;2023-02-04;1.49;2;0.98
OVER 0.5 HT [1.48- 1.7];295140069819;2023-02-04;1.49;2;-2
OVER 0.5 HT [1.48- 1.7];295147488427;2023-02-04;1.61;2;1.22
OVER 0.5 HT [1.48- 1.7];295220428187;2023-02-05;1.59;2;1.18
OVER 0.5 HT [1.48- 1.7];295260713026;2023-02-05;1.65;2;1.3
OVER 0.5 HT [1.48- 1.7];295298598144;2023-02-05;1.7;2;1.4
OVER 0.5 HT [1.48- 1.7];295660304612;2023-02-09;1.61;2;-2
OVER 0.5 HT [1.48- 1.7];295739470370;2023-02-10;1.65;2;1.3
OVER 0.5 HT [1.48- 1.7];295907852148;2023-02-11;1.64;2;1.28
OVER 0.5 HT [1.48- 1.7];295930059083;2023-02-11;1.68;2;1.36
OVER 0.5 HT [1.48- 1.7];295954993486;2023-02-11;1.62;2;-2
OVER 0.5 HT [1.48- 1.7];295964189926;2023-02-12;1.7;2;1.4
OVER 0.5 HT [1.48- 1.7];296037595792;2023-02-12;1.64;2;1.28
OVER 0.5 HT [1.48- 1.7];296060008698;2023-02-12;1.65;2;-2
OVER 0.5 HT [1.48- 1.7];296065140973;2023-02-12;1.64;2;1.28
OVER 0.5 HT [1.48- 1.7];296104632899;2023-02-13;1.7;2;1.4
OVER 0.5 HT [1.48- 1.7];296255324818;2023-02-14;1.64;2;1.28
OVER 0.5 HT [1.48- 1.7];296255631114;2023-02-14;1.67;2;1.34
OVER 0.5 HT [1.48- 1.7];296482834760;2023-02-17;1.64;2;1.28
OVER 0.5 HT [1.48- 1.7];296581864390;2023-02-17;1.52;2;-2
OVER 0.5 HT [1.48- 1.7];296703574699;2023-02-18;1.66;2;1.32
OVER 0.5 HT [1.48- 1.7];296711700382;2023-02-18;1.7;2;-2
OVER 0.5 HT [1.48- 1.7];296711700504;2023-02-18;1.59;2;-2
OVER 0.5 HT [1.48- 1.7];296916886717;2023-02-19;1.59;2;1.18
OVER 0.5 HT [1.48- 1.7];297519621488;2023-02-25;1.64;2;1.28
OVER 0.5 HT [1.48- 1.7];297553980926;2023-02-25;1.56;2;1.12
OVER 0.5 HT [1.48- 1.7];297660000673;2023-02-26;1.65;2;1.3
OVER 0.5 HT [1.48- 1.7];297721432296;2023-02-26;1.7;2;1.4
OVER 0.5 HT [1.48- 1.7];297745674221;2023-02-26;1.62;2;1.24
OVER 0.5 HT [1.48- 1.7];297768479226;2023-02-26;1.48;2;0.96
OVER 0.5 HT [1.48- 1.7];297794759951;2023-02-26;1.63;2;1.26
OVER 0.5 HT [1.48- 1.7];297972687126;2023-02-28;1.59;2;-2
OVER 0.5 HT [1.48- 1.7];298283090062;2023-03-03;1.64;2;1.28
OVER 0.5 HT [1.48- 1.7];298396501149;2023-03-04;1.58;2;-2
OVER 0.5 HT [1.48- 1.7];298401818912;2023-03-04;1.63;2;-2
OVER 0.5 HT [1.48- 1.7];298436656774;2023-03-04;1.54;2;1.08
OVER 0.5 HT [1.48- 1.7];298563003996;2023-03-05;1.48;2;-2
OVER 0.5 HT [1.48- 1.7];298980382804;2023-03-09;1.61;2;1.22
OVER 0.5 HT [1.48- 1.7];299224986505;2023-03-11;1.65;2;1.3
OVER 0.5 HT [1.48- 1.7];299276811112;2023-03-11;1.58;2;1.16
OVER 0.5 HT [1.48- 1.7];299354149257;2023-03-11;1.58;2;1.16
OVER 0.5 HT [1.48- 1.7];299439320923;2023-03-12;1.57;2;1.14
OVER 0.5 HT [1.48- 1.7];299457807410;2023-03-12;1.68;2;1.36
OVER 0.5 HT [1.48- 1.7];299458052403;2023-03-12;1.49;2;-2
OVER 0.5 HT [1.48- 1.7];299489334548;2023-03-12;1.6;2;1.2
OVER 0.5 HT [1.48- 1.7];299532785555;2023-03-12;1.66;2;1.32
OVER 0.5 HT [1.48- 1.7];299617869239;2023-03-13;1.57;2;1.14
OVER 0.5 HT [1.48- 1.7];300253506749;2023-03-18;1.67;2;-2
OVER 0.5 HT [1.48- 1.7];300253833718;2023-03-18;1.51;2;1.02
OVER 0.5 HT [1.48- 1.7];300273923583;2023-03-18;1.65;2;1.3
OVER 0.5 HT [1.48- 1.7];300310199295;2023-03-19;1.71;2;1.42
OVER 0.5 HT [1.48- 1.7];300372504716;2023-03-19;1.53;2;-2
OVER 0.5 HT [1.48- 1.7];300516412436;2023-03-20;1.61;2;1.22
OVER 0.5 HT [1.48- 1.7];300875112204;2023-03-24;1.59;2;1.18
OVER 0.5 HT [1.48- 1.7];300875386867;2023-03-24;1.49;2;-2
OVER 0.5 HT [1.48- 1.7];300918724071;2023-03-25;1.64;2;1.28
OVER 0.5 HT [1.48- 1.7];300976434711;2023-03-25;1.69;2;1.38
OVER 0.5 HT [1.48- 1.7];301000468547;2023-03-25;1.63;2;1.26
OVER 0.5 HT [1.48- 1.7];301189103462;2023-03-26;1.57;2;1.14
OVER 0.5 HT [1.48- 1.7];301390734296;2023-03-29;1.68;2;1.36
OVER 0.5 HT [1.48- 1.7];301713026753;2023-04-01;1.61;2;1.22
OVER 0.5 HT [1.48- 1.7];301907173718;2023-04-02;1.54;2;1.08
OVER 0.5 HT [1.48- 1.7];301907173732;2023-04-02;1.64;2;1.28
OVER 0.5 HT [1.48- 1.7];301924890134;2023-04-02;1.66;2;1.32
OVER 0.5 HT [1.48- 1.7];301956371223;2023-04-02;1.51;2;-2
OVER 0.5 HT [1.48- 1.7];301986237338;2023-04-02;1.69;2;1.38
OVER 0.5 HT [1.48- 1.7];301998097832;2023-04-02;1.69;2;-2
OVER 0.5 HT [1.48- 1.7];302071891067;2023-04-03;1.68;2;1.36
OVER 0.5 HT [1.48- 1.7];302164004242;2023-04-04;1.57;2;1.14
OVER 0.5 HT [1.48- 1.7];302164163535;2023-04-04;1.62;2;1.24
OVER 0.5 HT [1.48- 1.7];302481779136;2023-04-07;1.52;2;1.04
OVER 0.5 HT [1.48- 1.7];302492873304;2023-04-07;1.69;2;1.38
OVER 0.5 HT [1.48- 1.7];302538502605;2023-04-07;1.6;2;-2
OVER 0.5 HT [1.48- 1.7];302615860599;2023-04-08;1.69;2;1.38
OVER 0.5 HT [1.48- 1.7];302625801398;2023-04-08;1.49;2;0.98
OVER 0.5 HT [1.48- 1.7];302637815982;2023-04-08;1.52;2;1.04
OVER 0.5 HT [1.48- 1.7];302644381610;2023-04-08;1.56;2;1.12
OVER 0.5 HT [1.48- 1.7];302650933577;2023-04-08;1.5;2;1
OVER 0.5 HT [1.48- 1.7];302659147074;2023-04-08;1.56;2;-2
OVER 0.5 HT [1.48- 1.7];302694912869;2023-04-08;1.59;2;1.18
OVER 0.5 HT [1.48- 1.7];302806483847;2023-04-09;1.5;2;1
OVER 0.5 HT [1.48- 1.7];302806912748;2023-04-09;1.58;2;1.16
OVER 0.5 HT [1.48- 1.7];302867572802;2023-04-09;1.5;2;1
OVER 0.5 HT [1.48- 1.7];302878709446;2023-04-09;1.52;2;1.04
OVER 0.5 HT [1.48- 1.7];302898626818;2023-04-09;1.7;2;1.4
OVER 0.5 HT [1.48- 1.7];303171415742;2023-04-12;1.56;2;-2
OVER 0.5 HT [1.48- 1.7];303396414715;2023-04-14;1.59;2;1.18
OVER 0.5 HT [1.48- 1.7];303443261308;2023-04-14;1.66;2;1.32
OVER 0.5 HT [1.48- 1.7];303503400117;2023-04-15;1.5;2;1
OVER 0.5 HT [1.48- 1.7];303529505764;2023-04-15;1.68;2;1.36
OVER 0.5 HT [1.48- 1.7];303640770580;2023-04-16;1.58;2;1.16
OVER 0.5 HT [1.48- 1.7];303696662769;2023-04-16;1.54;2;-2
OVER 0.5 HT [1.48- 1.7];303720343757;2023-04-16;1.7;2;-2
OVER 0.5 HT [1.48- 1.7];303751213630;2023-04-16;1.71;2;-2
OVER 0.5 HT [1.48- 1.7];303839112434;2023-04-17;1.54;2;1.08
OVER 0.5 HT [1.48- 1.7];303865350361;2023-04-17;1.53;2;-2
OVER 0.5 HT [1.48- 1.7];303876527030;2023-04-17;1.48;2;0.96
OVER 0.5 HT [1.48- 1.7];303967939750;2023-04-18;1.68;2;1.36
OVER 0.5 HT [1.48- 1.7];304102580869;2023-04-19;1.65;2;1.3
OVER 0.5 HT [1.48- 1.7];304436937297;2023-04-22;1.67;2;-2
OVER 0.5 HT [1.48- 1.7];304439565706;2023-04-22;1.53;2;-2
OVER 0.5 HT [1.48- 1.7];304538300609;2023-04-23;1.67;2;-2
OVER 0.5 HT [1.48- 1.7];304873121528;2023-04-25;1.63;2;1.26
OVER 0.5 HT [1.48- 1.7];304873530332;2023-04-25;1.58;2;1.16
OVER 0.5 HT [1.48- 1.7];304874289553;2023-04-25;1.65;2;1.3
OVER 0.5 HT [1.48- 1.7];304977719656;2023-04-26;1.48;2;0.96
OVER 0.5 HT [1.48- 1.7];304977807034;2023-04-26;1.7;2;1.4
OVER 0.5 HT [1.48- 1.7];304992233530;2023-04-26;1.66;2;-2
OVER 0.5 HT [1.48- 1.7];305083056756;2023-04-27;1.68;2;1.36
OVER 0.5 HT [1.48- 1.7];305094868734;2023-04-27;1.69;2;-2
OVER 0.5 HT [1.48- 1.7];305106717614;2023-04-28;1.66;2;1.32
OVER 0.5 HT [1.48- 1.7];305184478768;2023-04-28;1.51;2;1.02
OVER 0.5 HT [1.48- 1.7];305189040735;2023-04-28;1.63;2;-2
OVER 0.5 HT [1.48- 1.7];305285458818;2023-04-29;1.56;2;-2
OVER 0.5 HT [1.48- 1.7];305314936532;2023-04-29;1.69;2;-2
OVER 0.5 HT [1.48- 1.7];305315167049;2023-04-29;1.49;2;0.98
OVER 0.5 HT [1.48- 1.7];305315378687;2023-04-29;1.51;2;1.02
OVER 0.5 HT [1.48- 1.7];305391679578;2023-04-29;1.7;2;1.4
OVER 0.5 HT [1.48- 1.7];305463038483;2023-04-30;1.67;2;1.34
OVER 0.5 HT [1.48- 1.7];305490014192;2023-04-30;1.49;2;0.98
OVER 0.5 HT [1.48- 1.7];305524298595;2023-04-30;1.51;2;1.02
OVER 0.5 HT [1.48- 1.7];305548945678;2023-04-30;1.68;2;-2
OVER 0.5 HT [1.48- 1.7];305561522198;2023-04-30;1.69;2;1.38
OVER 0.5 HT [1.48- 1.7];305570316492;2023-04-30;1.63;2;1.26
OVER 0.5 HT [1.48- 1.7];305576768328;2023-05-01;1.72;2;-2
