IdBot;NomeBot;IdOrdem;Data;Stake;Odd;Tipo;PL;Selecao;IdSelecao
63;OVER 0.5 HT [2.02- 2.5];276288613489;2022-08-07T00:08:51.169Z;2;2.56;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276288613778;2022-08-07T00:08:54.401Z;2;2.44;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276299459735;2022-08-07T03:04:45.745Z;2;2.12;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276360042089;2022-08-07T14:20:14.174Z;2;2.08;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276365262775;2022-08-07T14:45:46.714Z;2;2.04;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276369975409;2022-08-07T15:14:15.577Z;2;2.12;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276377978697;2022-08-07T15:56:19.290Z;2;2.02;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276382596667;2022-08-07T16:19:17.789Z;2;2.06;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276400602973;2022-08-07T18:24:46.006Z;2;2.28;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276408548986;2022-08-07T19:21:16.836Z;2;2.08;BACK;2.16;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276413113098;2022-08-07T19:52:47.871Z;2;2.12;BACK;2.24;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276418807233;2022-08-07T20:51:48.442Z;2;2.02;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276500538296;2022-08-08T19:42:22.478Z;2;2.02;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276509574704;2022-08-08T23:16:21.544Z;2;2.08;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276525137262;2022-08-09T08:13:22.339Z;2;2.08;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276525377099;2022-08-09T08:18:22.494Z;2;2.02;BACK;2.04;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276537278749;2022-08-09T11:54:52.979Z;2;2.04;BACK;2.08;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276596421541;2022-08-09T22:14:32.730Z;2;2.06;BACK;2.12;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276596576827;2022-08-09T22:18:32.711Z;2;2.02;BACK;2.04;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276599741545;2022-08-09T23:46:03.141Z;2;2.02;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276600968044;2022-08-10T00:14:03.284Z;2;2;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276602767579;2022-08-10T00:45:34.081Z;2;2.04;BACK;2.08;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276602832719;2022-08-10T00:46:33.606Z;2;2.24;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276603182805;2022-08-10T00:52:07.222Z;2;2.1;BACK;2.2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276603334287;2022-08-10T00:54:33.990Z;2;2.02;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276873224622;2022-08-12T18:59:31.304Z;2;2.16;BACK;2.32;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276877505867;2022-08-12T19:22:32.899Z;2;2.1;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276878067537;2022-08-12T19:25:30.677Z;2;2.48;BACK;2.96;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276889744331;2022-08-12T22:11:54.193Z;2;2.06;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276890121617;2022-08-12T22:19:54.147Z;2;2.06;BACK;2.12;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276896587077;2022-08-13T00:47:24.722Z;2;2.04;BACK;2.08;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276896719110;2022-08-13T00:49:54.826Z;2;2.04;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276910023729;2022-08-13T05:28:28.819Z;2;2.02;BACK;2.04;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276918310810;2022-08-13T08:11:32.172Z;2;2.08;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276918719065;2022-08-13T08:16:31.688Z;2;2.08;BACK;2.16;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276939559237;2022-08-13T11:23:43.310Z;2;2.08;BACK;2.16;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276944317805;2022-08-13T11:55:41.132Z;2;2.04;BACK;2.08;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276967146251;2022-08-13T14:02:11.821Z;2;2.06;BACK;2.12;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276973407268;2022-08-13T14:21:09.548Z;2;2.28;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276973689743;2022-08-13T14:22:07.656Z;2;2.06;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276974020085;2022-08-13T14:23:12.340Z;2;2.06;BACK;2.12;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276974025867;2022-08-13T14:23:13.243Z;2;2.14;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276974426896;2022-08-13T14:24:32.184Z;2;2.08;BACK;2.16;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276988417945;2022-08-13T15:14:05.363Z;2;2.02;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];276992536006;2022-08-13T15:27:17.440Z;2;2.18;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];277010563948;2022-08-13T16:59:02.408Z;2;2.06;BACK;2.12;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];277014503404;2022-08-13T17:18:30.159Z;2;2.02;BACK;2.04;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];277015218443;2022-08-13T17:22:01.102Z;2;2.02;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];277017077682;2022-08-13T17:31:29.674Z;2;2;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];277027557453;2022-08-13T18:28:33.080Z;2;2.36;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];277028177973;2022-08-13T18:32:02.452Z;2;2.04;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];277031007881;2022-08-13T18:48:03.012Z;2;2.04;BACK;2.08;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];277031294568;2022-08-13T18:49:33.559Z;2;2.02;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];277033827549;2022-08-13T19:04:00.710Z;2;2.02;BACK;2.04;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];277034220933;2022-08-13T19:06:01.371Z;2;2.04;BACK;2.08;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];277036172867;2022-08-13T19:15:31.572Z;2;2.5;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];277036273706;2022-08-13T19:16:01.703Z;2;2.04;BACK;2.08;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];277037104026;2022-08-13T19:20:00.409Z;2;2.16;BACK;2.32;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];277038814985;2022-08-13T19:30:30.990Z;2;2.04;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];277039415847;2022-08-13T19:34:00.681Z;2;2.12;BACK;-2;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];277041970358;2022-08-13T19:51:01.997Z;2;2.06;BACK;2.12;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];277043326122;2022-08-13T20:01:33.115Z;2;2.16;BACK;2.32;Over 0.5 Goals;5851483
63;OVER 0.5 HT [2.02- 2.5];277052056777;2022-08-13T21:16:18.612Z;2;2.08;BACK;2.16;Over 0.5 Goals;5851483
