IdBot;NomeBot;IdOrdem;Data;Stake;Odd;Tipo;PL;Selecao;IdSelecao
114;OVER 0.5 HT [1.71- 2];283413528679;2022-10-08T05:15:07.042Z;2;1.9;BACK;1.8;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283414219886;2022-10-08T05:22:36.746Z;2;1.78;BACK;1.56;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283414350746;2022-10-08T05:24:07.598Z;2;1.72;BACK;1.44;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283418669878;2022-10-08T06:15:07.305Z;2;1.74;BACK;-2;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283419885045;2022-10-08T06:26:37.342Z;2;1.71;BACK;1.42;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283424235335;2022-10-08T07:19:07.097Z;2;1.78;BACK;-2;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283445654671;2022-10-08T10:45:09.832Z;2;1.81;BACK;1.62;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283450063900;2022-10-08T11:16:41.040Z;2;1.72;BACK;1.44;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283450698482;2022-10-08T11:20:41.546Z;2;1.72;BACK;-2;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283450698788;2022-10-08T11:20:41.660Z;2;1.72;BACK;-2;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283455743302;2022-10-08T11:51:42.135Z;2;1.72;BACK;1.44;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283459963194;2022-10-08T12:13:43.577Z;2;1.74;BACK;1.48;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283459963247;2022-10-08T12:13:43.661Z;2;1.78;BACK;-2;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283460082425;2022-10-08T12:14:13.581Z;2;1.78;BACK;-2;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283460187073;2022-10-08T12:14:42.233Z;2;1.89;BACK;1.78;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283460942613;2022-10-08T12:17:42.554Z;2;1.74;BACK;-2;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283475702505;2022-10-08T13:19:47.808Z;2;1.72;BACK;1.44;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283483019170;2022-10-08T13:47:16.628Z;2;1.7;BACK;1.4;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283483019738;2022-10-08T13:47:16.876Z;2;1.76;BACK;-2;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283483308191;2022-10-08T13:48:45.938Z;2;1.73;BACK;1.46;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283484002812;2022-10-08T13:52:18.851Z;2;1.71;BACK;1.42;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283490517461;2022-10-08T14:13:23.585Z;2;1.75;BACK;1.5;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283491096572;2022-10-08T14:14:55.670Z;2;1.8;BACK;1.6;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283491284656;2022-10-08T14:15:22.833Z;2;1.74;BACK;-2;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283491459254;2022-10-08T14:15:55.029Z;2;1.83;BACK;1.66;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283491833401;2022-10-08T14:16:56.034Z;2;1.99;BACK;1.98;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283491834096;2022-10-08T14:16:56.838Z;2;1.79;BACK;-2;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283492019227;2022-10-08T14:17:26.403Z;2;1.72;BACK;-2;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283492382947;2022-10-08T14:18:26.159Z;2;1.76;BACK;1.52;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283492545985;2022-10-08T14:18:56.574Z;2;1.73;BACK;-2;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283492721498;2022-10-08T14:19:27.494Z;2;1.8;BACK;1.6;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283492887853;2022-10-08T14:19:56.591Z;2;1.99;BACK;-2;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283493884040;2022-10-08T14:22:55.456Z;2;2;BACK;2;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283494059777;2022-10-08T14:23:26.678Z;2;2;BACK;2;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283498079900;2022-10-08T14:34:55.142Z;2;1.88;BACK;-2;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283498079918;2022-10-08T14:34:55.445Z;2;1.78;BACK;-2;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283500926824;2022-10-08T14:43:56.764Z;2;1.72;BACK;1.44;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283511354635;2022-10-08T15:22:41.244Z;2;1.73;BACK;-2;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283512443765;2022-10-08T15:26:07.442Z;2;1.8;BACK;-2;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283523715768;2022-10-08T16:12:26.581Z;2;1.75;BACK;1.5;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283524212736;2022-10-08T16:14:56.335Z;2;2;BACK;-2;Over 0.5 Goals;5851483
114;OVER 0.5 HT [1.71- 2];283525431381;2022-10-08T16:20:54.334Z;2;2;BACK;-2;Over 0.5 Goals;5851483
