NomeBot;IdOrdem;Data;Odd;Stake;PLR
BACK FORA HT [1.4- 1.79];2.83501E+11;08/10/2022;1.47;2;0.47685
BACK FORA HT [1.4- 1.79];2.83534E+11;08/10/2022;1.43;2;0.45815
BACK FORA HT [1.4- 1.79];2.83871E+11;11/10/2022;1.57;2;-0.23
BACK FORA HT [1.4- 1.79];2.83883E+11;11/10/2022;1.5;2;-0.31
BACK FORA HT [1.4- 1.79];2.84058E+11;13/10/2022;1.65;2;0.5984
BACK FORA HT [1.4- 1.79];2.86548E+11;03/11/2022;1.76;2;0.6171
BACK FORA HT [1.4- 1.79];2.86883E+11;06/11/2022;1.6;2;-0.06
BACK FORA HT [1.4- 1.79];2.86902E+11;06/11/2022;1.42;2;0.38335
BACK FORA HT [1.4- 1.79];2.87136E+11;08/11/2022;1.58;2;-0.18
BACK FORA HT [1.4- 1.79];2.87519E+11;12/11/2022;1.51;2;-0.32
BACK FORA HT [1.4- 1.79];2.91941E+11;05/01/2023;1.67;2;0.64515
BACK FORA HT [1.4- 1.79];2.92125E+11;07/01/2023;1.53;2;-0.03
BACK FORA HT [1.4- 1.79];2.92173E+11;07/01/2023;1.4;2;0.2057
BACK FORA HT [1.4- 1.79];2.92236E+11;08/01/2023;1.56;2;0.5049
BACK FORA HT [1.4- 1.79];2.92241E+11;08/01/2023;1.64;2;0.64515
BACK FORA HT [1.4- 1.79];2.92267E+11;08/01/2023;1.55;2;0.5423
BACK FORA HT [1.4- 1.79];2.92273E+11;08/01/2023;1.57;2;-0.32
BACK FORA HT [1.4- 1.79];2.92954E+11;15/01/2023;1.48;2;0.47685
BACK FORA HT [1.4- 1.79];2.93231E+11;18/01/2023;1.73;2;0.71995
BACK FORA HT [1.4- 1.79];2.93537E+11;21/01/2023;1.53;2;-0.23
BACK FORA HT [1.4- 1.79];2.93555E+11;21/01/2023;1.43;2;0.45815
BACK FORA HT [1.4- 1.79];2.93581E+11;21/01/2023;1.4;2;0.4114
BACK FORA HT [1.4- 1.79];2.94238E+11;28/01/2023;1.41;2;0.43945
